geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,competitor_activity_score_control,sentiment_score_control,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,conversions,revenue_per_conversion,population,Channel3_reach,Channel3_frequency
Geo14,2021-03-22,2202000.0,892336.0,1434495.0,1272452.0,-2.8713043,-6.9294705,24481.871,10202.61,17131.074,14964.809,6889349.5,0.034769,949706.9,700881.0,1.8155036
Geo14,2021-03-29,1796042.0,1278527.0,998033.0,1011844.0,-1.097015,2.2876904,19968.424,14618.162,11918.743,11899.9,23832830.0,0.034574155,949706.9,622250.0,1.6261053
Geo14,2021-04-05,2317460.0,104816.0,256475.0,884015.0,0.0675981,-1.3281689,25765.559,1198.4238,3062.8845,10396.554,17569176.0,0.035285782,949706.9,575285.0,1.5366558
Geo14,2021-04-12,1655516.0,2121873.0,1379106.0,2041435.0,1.6072351,3.9436648,18406.055,24260.64,16469.605,24008.516,26569550.0,0.035196908,949706.9,839166.0,2.4326952
Geo14,2021-04-19,2550521.0,1194225.0,854499.0,1198103.0,3.4389048,-8.504215,28356.734,13654.287,10204.627,14090.419,9740026.0,0.03547513,949706.9,681512.0,1.7580072
Geo14,2021-04-26,1201747.0,1747564.0,768314.0,1038872.0,-4.6353774,-0.17608176,13361.043,19980.941,9175.386,12217.766,14908124.0,0.0354666,949706.9,631875.0,1.64411
Geo14,2021-05-03,1829312.0,1126779.0,1395710.0,0.0,-2.2371397,-3.0118155,20338.32,12883.137,16667.895,0.0,12371242.0,0.035193954,949706.9,0.0,0.0
Geo14,2021-05-10,1434584.0,1483578.0,0.0,968484.0,-0.8685931,0.24127859,15949.729,16962.633,0.0,11389.96,15222617.0,0.03529562,949706.9,608199.0,1.5923802
Geo14,2021-05-17,1643650.0,947817.0,662642.0,0.0,3.8220053,-0.9855618,18274.127,10836.957,7913.426,0.0,19205180.0,0.034619227,949706.9,0.0,0.0
Geo14,2021-05-24,3226090.0,2907436.0,537034.0,1068000.0,2.7321513,-2.0160322,35867.723,33242.45,6413.3857,12560.329,15080458.0,0.035495106,949706.9,641450.0,1.6649778
Geo14,2021-05-31,1433526.0,1418035.0,1023079.0,1645371.0,-5.221324,1.9747357,15937.965,16213.24,12217.849,19350.562,19485554.0,0.034948133,949706.9,781777.0,2.1046553
Geo14,2021-06-07,2324192.0,671379.0,759907.0,994622.0,-0.4296956,3.035295,25840.404,7676.277,9074.987,11697.358,22762178.0,0.03508776,949706.9,616069.0,1.6144652
Geo14,2021-06-14,2140510.0,1084035.0,1755102.0,1398776.0,0.6282697,-0.03741392,23798.225,12394.419,20959.838,16450.455,20357196.0,0.035046622,949706.9,731952.0,1.9110215
Geo14,2021-06-21,2088281.0,303060.0,494346.0,255850.0,-0.38267174,2.0104716,23217.543,3465.066,5903.5957,3008.9514,22011542.0,0.03546067,949706.9,223654.0,1.1439545
Geo14,2021-06-28,2051571.0,921020.0,529111.0,1261715.0,1.26279,2.9590585,22809.4,10530.571,6318.767,14838.535,22725888.0,0.035102554,949706.9,698742.0,1.805695
Geo14,2021-07-05,2358612.0,1858318.0,557371.0,2050644.0,-2.6408281,4.0261235,26223.086,21247.258,6656.255,24116.818,22578844.0,0.03505496,949706.9,840423.0,2.4400141
Geo14,2021-07-12,2581970.0,503128.0,814449.0,509611.0,4.462722,-0.6593629,28706.385,5752.5625,9726.341,5993.335,19704956.0,0.03464108,949706.9,394563.0,1.2915833
Geo14,2021-07-19,2002698.0,2040932.0,1735958.0,434161.0,-3.8955288,-3.420167,22266.03,23335.193,20731.217,5105.997,8106516.0,0.03514058,949706.9,348458.0,1.2459493
Geo14,2021-07-26,979081.0,1106068.0,1423465.0,354083.0,-2.8411863,1.779628,10885.438,12646.336,16999.352,4164.231,18620068.0,0.035212018,949706.9,295472.0,1.198364
Geo14,2021-08-02,1639859.0,1827084.0,1257032.0,358883.0,-5.0339503,-3.4386096,18231.979,20890.143,15011.7705,4220.682,12981916.0,0.03527967,949706.9,299496.0,1.1982898
Geo14,2021-08-09,2383184.0,2398399.0,1880102.0,227036.0,1.2864084,3.074905,26496.28,27422.326,22452.617,2670.0813,26157042.0,0.03500316,949706.9,201718.0,1.1255119
Geo14,2021-08-16,2418598.0,1925071.0,1324202.0,523112.0,1.3023503,-1.0565298,26890.012,22010.486,15813.93,6152.1147,15841582.0,0.034992512,949706.9,402132.0,1.3008465
Geo14,2021-08-23,2299394.0,984658.0,667210.0,0.0,0.121380486,1.3677431,25564.7,11258.183,7967.978,0.0,18111824.0,0.034510463,949706.9,0.0,0.0
Geo14,2021-08-30,2906052.0,1195697.0,1149323.0,878004.0,8.162138,-3.8986278,32309.533,13671.117,13725.484,10325.86,20552232.0,0.034961198,949706.9,572878.0,1.5326195
Geo14,2021-09-06,1581558.0,1995984.0,0.0,0.0,7.019967,-0.03833671,17583.787,22821.275,0.0,0.0,22055630.0,0.03486041,949706.9,0.0,0.0
Geo14,2021-09-13,1206998.0,1306686.0,2671699.0,552955.0,4.829349,6.1428432,13419.423,14940.121,31906.055,6503.0864,30861134.0,0.03526849,949706.9,418670.0,1.3207419
Geo14,2021-09-20,802921.0,1832967.0,1259561.0,946194.0,0.11630486,-3.063057,8926.889,20957.406,15041.972,11127.816,16905152.0,0.03472614,949706.9,599172.0,1.5791693
Geo14,2021-09-27,2170137.0,1879450.0,896284.0,408944.0,2.1815317,1.9195535,24127.62,21488.873,10703.633,4809.4297,21713838.0,0.034694497,949706.9,331613.0,1.2331965
Geo14,2021-10-04,1616733.0,2000004.0,464625.0,414463.0,-1.6976743,2.3015306,17974.863,22867.238,5548.6606,4874.3364,18662248.0,0.03547159,949706.9,337053.0,1.2296672
Geo14,2021-10-11,2558189.0,1086074.0,1042338.0,689482.0,2.8441598,-2.726553,28441.986,12417.732,12447.844,8108.727,19073240.0,0.035369605,949706.9,490423.0,1.4058925
Geo14,2021-10-18,1797420.0,1629055.0,676590.0,569946.0,2.2476141,0.84162545,19983.744,18625.957,8079.996,6702.911,23429048.0,0.034564584,949706.9,428804.0,1.3291527
Geo14,2021-10-25,2813889.0,1904520.0,281234.0,281497.0,1.7230637,3.9572675,31284.863,21775.514,3358.5623,3310.5757,29549998.0,0.035247866,949706.9,244160.0,1.1529202
Geo14,2021-11-01,3087306.0,1023795.0,356134.0,1561993.0,-3.4388185,-0.7713788,34324.72,11705.659,4253.0356,18369.986,14789073.0,0.034574777,949706.9,766386.0,2.0381284
Geo14,2021-11-08,1420353.0,2027634.0,1247385.0,1330815.0,-4.2360973,-1.4504361,15791.508,23183.15,14896.563,15651.192,16857474.0,0.035390645,949706.9,715422.0,1.8601818
Geo14,2021-11-15,2086900.0,413908.0,1287733.0,93480.0,0.26770934,0.68877214,23202.188,4732.457,15378.408,1099.3816,19087662.0,0.035049982,949706.9,89272.0,1.0471368
Geo14,2021-11-22,2650908.0,0.0,942501.0,613360.0,1.9106383,-2.6204164,29472.838,0.0,11255.567,7213.4863,17908644.0,0.035435896,949706.9,452040.0,1.3568711
Geo14,2021-11-29,2479044.0,805382.0,0.0,1219064.0,2.9123373,0.32534617,27562.05,9208.413,0.0,14336.933,19534214.0,0.03521055,949706.9,686957.0,1.7745856
Geo14,2021-12-06,2573143.0,1354503.0,1970540.0,1317254.0,-0.5524337,0.13984762,28608.246,15486.841,23532.65,15491.707,21362300.0,0.035150528,949706.9,712087.0,1.8498498
Geo14,2021-12-13,1528013.0,2331590.0,1645986.0,602794.0,3.339192,-3.0680902,16988.473,26658.459,19656.75,7089.2236,16832552.0,0.035339303,949706.9,446679.0,1.3495015
Geo14,2021-12-20,1119973.0,1498082.0,2038274.0,1571142.0,0.37294358,-2.7394292,12451.878,17128.465,24341.545,18477.584,17149196.0,0.03505019,949706.9,768325.0,2.0448925
Geo14,2021-12-27,2075522.0,1312510.0,192873.0,0.0,3.7972262,6.560769,23075.688,15006.71,2303.3345,0.0,29673920.0,0.035481647,949706.9,0.0,0.0
Geo14,2022-01-03,2040384.0,2467088.0,363777.0,1715708.0,0.7412187,-1.568759,22685.021,28207.69,4344.31,20177.768,21099696.0,0.035343204,949706.9,793536.0,2.1621048
Geo14,2022-01-10,2787942.0,1418396.0,1449017.0,0.0,-2.372274,2.0558233,30996.385,16217.368,17304.5,0.0,24155918.0,0.03539394,949706.9,0.0,0.0
Geo14,2022-01-17,1884560.0,878717.0,340526.0,53518.0,-0.8816119,-1.3247485,20952.568,10046.8955,4066.641,629.4042,19189240.0,0.034916677,949706.9,51883.0,1.0315132
Geo14,2022-01-24,2603226.0,1748047.0,994322.0,889965.0,3.9579673,2.0128493,28942.709,19986.465,11874.426,10466.529,23780484.0,0.035374,949706.9,577621.0,1.5407422
Geo14,2022-01-31,1640126.0,166017.0,173709.0,663182.0,1.9115386,-3.1812053,18234.947,1898.1714,2074.4734,7799.4233,16646732.0,0.034766734,949706.9,477638.0,1.3884616
Geo14,2022-02-07,2651383.0,930131.0,801999.0,1844172.0,-5.5358744,-2.7456203,29478.12,10634.743,9577.659,21688.582,12212217.0,0.03513292,949706.9,813731.0,2.2663164
Geo14,2022-02-14,1224805.0,343451.0,1772096.0,499778.0,-0.060442813,6.948657,13617.401,3926.8801,21162.785,5877.693,28585158.0,0.034717944,949706.9,387426.0,1.289996
Geo14,2022-02-21,1848098.0,868898.0,1619856.0,0.0,-1.6661518,6.2839603,20547.184,9934.629,19344.7,0.0,21615490.0,0.03545455,949706.9,0.0,0.0
Geo14,2022-02-28,1606942.0,686197.0,931557.0,827246.0,4.08486,3.3702817,17866.008,7845.6997,11124.871,9728.915,25490006.0,0.03456982,949706.9,551544.0,1.499873
Geo14,2022-03-07,1999723.0,758219.0,1533258.0,1417535.0,-2.7190042,-0.5821317,22232.953,8669.17,18310.525,16671.072,17842828.0,0.034918763,949706.9,735996.0,1.926009
Geo14,2022-03-14,1842429.0,913546.0,520956.0,494588.0,-0.3131533,0.7265157,20484.156,10445.116,6221.3784,5816.6553,19411602.0,0.034956813,949706.9,385871.0,1.2817444
Geo14,2022-03-21,1805653.0,1442064.0,1799758.0,1064660.0,1.7410562,-3.222633,20075.28,16487.979,21493.13,12521.048,15073474.0,0.03535173,949706.9,640995.0,1.660949
Geo14,2022-03-28,2711490.0,0.0,1414535.0,55473.0,0.6272153,-4.593937,30146.39,0.0,16892.707,652.3962,7842671.5,0.034726307,949706.9,53677.0,1.0334594
Geo14,2022-04-04,1916207.0,2395461.0,1206985.0,433893.0,5.686724,-2.8113723,21304.42,27388.734,14414.098,5102.845,16463450.0,0.035333004,949706.9,349001.0,1.2432429
Geo14,2022-04-11,2373482.0,1548365.0,974729.0,1721890.0,4.20473,-2.24891,26388.412,17703.38,11640.441,20250.473,21522980.0,0.03534814,949706.9,794677.0,2.1667798
Geo14,2022-04-18,2171026.0,299668.0,676397.0,993160.0,-1.9363028,-10.216845,24137.502,3426.283,8077.6914,11680.165,4758382.0,0.035301775,949706.9,616100.0,1.6120111
Geo14,2022-04-25,2062275.0,2296717.0,1108467.0,103748.0,3.37363,-1.3120028,22928.406,26259.736,13237.572,1220.1395,19553116.0,0.03451922,949706.9,97715.0,1.0617408
Geo14,2022-05-02,2523512.0,922550.0,2270488.0,1129538.0,-1.8903396,3.7291522,28056.447,10548.064,27114.7,13284.053,21914570.0,0.03508628,949706.9,659941.0,1.7115742
Geo14,2022-05-09,1079104.0,2262732.0,317510.0,1196458.0,-0.25101316,2.9525018,11997.496,25871.166,3791.7786,14071.073,20519242.0,0.03525364,949706.9,679959.0,1.7596031
Geo14,2022-05-16,2989542.0,1521561.0,505174.0,2411660.0,6.7078114,1.4255307,33237.777,17396.914,6032.9062,28362.586,29467568.0,0.03506025,949706.9,874561.0,2.7575665
Geo14,2022-05-23,1901081.0,670201.0,517666.0,1155277.0,4.2503676,2.1143763,21136.25,7662.808,6182.0884,13586.759,26809252.0,0.03502445,949706.9,668827.0,1.7273182
Geo14,2022-05-30,2217635.0,1155483.0,0.0,1014351.0,-2.0448682,-1.8960754,24655.701,13211.326,0.0,11929.384,13193628.0,0.03538523,949706.9,623171.0,1.627725
Geo14,2022-06-06,2216946.0,1003362.0,127870.0,0.0,5.1787243,-3.9104805,24648.041,11472.036,1527.0535,0.0,15206142.0,0.034594346,949706.9,0.0,0.0
Geo14,2022-06-13,2137138.0,1138034.0,1048395.0,500598.0,-2.7122245,-4.0184875,23760.734,13011.822,12520.179,5887.3364,10283117.0,0.03546634,949706.9,389482.0,1.2852918
Geo14,2022-06-20,2184286.0,931132.0,412607.0,759322.0,-2.7102265,0.2950729,24284.928,10646.1875,4927.449,8930.088,16631864.0,0.034630258,949706.9,522578.0,1.453031
Geo14,2022-06-27,3081093.0,441884.0,1618217.0,1540358.0,0.6261045,-3.4594784,34255.64,5052.323,19325.125,18115.545,12326240.0,0.035280257,949706.9,762133.0,2.0211143
Geo14,2022-07-04,1920170.0,1783317.0,2253277.0,709408.0,-3.1723688,-1.5783725,21348.48,20389.727,26909.16,8343.069,15738664.0,0.035357848,949706.9,499364.0,1.4206231
Geo14,2022-07-11,3702186.0,234638.0,530284.0,1012346.0,1.3356726,0.44217333,41160.965,2682.7563,6332.7754,11905.804,19242752.0,0.035321206,949706.9,622791.0,1.6254988
Geo14,2022-07-18,3014749.0,1553386.0,1719780.0,307810.0,4.6465616,0.16298848,33518.027,17760.79,20538.016,3620.0325,24352914.0,0.03519323,949706.9,262593.0,1.1721942
Geo14,2022-07-25,2658777.0,236240.0,1056652.0,1475024.0,4.5368376,-0.10442656,29560.326,2701.073,12618.785,17347.178,19326168.0,0.03493109,949706.9,749028.0,1.9692508
Geo14,2022-08-01,2629848.0,994469.0,485699.0,831571.0,3.1862025,-0.6674427,29238.693,11370.357,5800.331,9779.78,18023916.0,0.035416376,949706.9,553854.0,1.5014263
Geo14,2022-08-08,3142452.0,2241004.0,1337077.0,1376244.0,-1.9023731,0.8018015,34937.832,25622.736,15967.687,16185.465,21326344.0,0.034502316,949706.9,726264.0,1.8949639
Geo14,2022-08-15,2424330.0,2118484.0,613678.0,818502.0,-1.9991863,1.9149697,26953.74,24221.893,7328.686,9626.081,22698448.0,0.034892943,949706.9,548205.0,1.4930582
Geo14,2022-08-22,1922952.0,2028208.0,2976959.0,473262.0,1.9020295,-1.2318616,21379.412,23189.713,35551.54,5565.8486,21663370.0,0.034661815,949706.9,372370.0,1.2709455
Geo14,2022-08-29,3151434.0,2237132.0,901493.0,640299.0,-3.620704,-5.9646053,35037.695,25578.465,10765.84,7530.305,8450002.0,0.03512516,949706.9,465637.0,1.3751034
Geo14,2022-09-05,2681007.0,1715256.0,610053.0,2003320.0,1.5833211,1.5573733,29807.479,19611.545,7285.3955,23560.26,21376726.0,0.034920562,949706.9,834421.0,2.4008503
Geo14,2022-09-12,2425032.0,431184.0,1709718.0,282139.0,4.9231124,0.16696301,26961.545,4929.984,20417.852,3318.126,21044786.0,0.034660265,949706.9,243784.0,1.157332
Geo14,2022-09-19,2096698.0,1751684.0,954537.0,1349596.0,0.53873765,-1.5195612,23311.123,20028.049,11399.304,15872.068,20185026.0,0.03507359,949706.9,720535.0,1.8730471
Geo14,2022-09-26,1509057.0,1599477.0,2061222.0,1085181.0,5.5129704,0.85592306,16777.72,18287.775,24615.596,12762.388,28740286.0,0.035231028,949706.9,646240.0,1.679223
Geo14,2022-10-03,2037140.0,2284914.0,1907587.0,617496.0,2.9249718,-5.995691,22648.955,26124.785,22780.85,7262.128,12288232.0,0.035002317,949706.9,454464.0,1.3587347
Geo14,2022-10-10,1364861.0,893744.0,537108.0,1323839.0,0.015423989,3.0461636,15174.547,10218.708,6414.2695,15569.15,20303394.0,0.035203595,949706.9,714477.0,1.8528785
Geo14,2022-10-17,1272911.0,1270719.0,462164.0,408297.0,1.653543,0.09827492,14152.245,14528.889,5519.2705,4801.821,17727860.0,0.035420507,949706.9,331787.0,1.2305998
Geo14,2022-10-24,2896429.0,796733.0,1163356.0,2662755.0,-2.2288094,0.3696153,32202.545,9109.523,13893.069,31315.615,19675916.0,0.0350015,949706.9,892210.0,2.9844487
Geo14,2022-10-31,1213034.0,2745113.0,702273.0,234106.0,5.2450943,4.990712,13486.531,31386.516,8386.708,2753.2288,27523848.0,0.034955774,949706.9,207194.0,1.1298879
Geo14,2022-11-07,1921787.0,1178587.0,1294841.0,1470089.0,-1.7557794,6.282979,21366.459,13475.488,15463.294,17289.139,30262126.0,0.034948118,949706.9,747763.0,1.9659826
Geo14,2022-11-14,1966450.0,1678832.0,0.0,1358794.0,-4.5590854,2.2301197,21863.023,19195.088,0.0,15980.243,18130178.0,0.034739554,949706.9,722794.0,1.8799188
Geo14,2022-11-21,1746939.0,1279584.0,488169.0,1908749.0,1.2172618,2.3856015,19422.496,14630.247,5829.8286,22448.047,25417448.0,0.034774818,949706.9,822034.0,2.321983
Geo14,2022-11-28,1711274.0,2355438.0,90618.0,0.0,-0.77351886,5.4653873,19025.973,26931.129,1082.1814,0.0,24225096.0,0.034521166,949706.9,0.0,0.0
Geo14,2022-12-05,2406504.0,2660238.0,1709486.0,1018901.0,4.5006533,0.06320128,26755.55,30416.088,20415.082,11982.895,23751410.0,0.034701735,949706.9,625180.0,1.6297722
Geo14,2022-12-12,2440526.0,1710839.0,522452.0,478713.0,0.98349833,0.7246502,27133.809,19561.043,6239.244,5629.9556,22954450.0,0.03453898,949706.9,375883.0,1.2735692
Geo14,2022-12-19,2298490.0,2251441.0,1310458.0,1509276.0,-2.2080066,-1.516663,25554.648,25742.068,15649.796,17750.002,18422488.0,0.034741685,949706.9,755886.0,1.9966979
Geo14,2022-12-26,2200757.0,1056876.0,729684.0,2402263.0,6.038248,3.8154082,24468.053,12083.894,8714.057,28252.072,28483160.0,0.03501863,949706.9,873555.0,2.7499847
Geo14,2023-01-02,3361351.0,1391792.0,1637793.0,422250.0,0.55030614,2.494382,37371.555,15913.188,19558.906,4965.9165,24360176.0,0.035172615,949706.9,340261.0,1.2409592
Geo14,2023-01-09,1984590.0,1755640.0,1509210.0,1980420.0,-2.3689399,-0.40046412,22064.703,20073.28,18023.338,23290.941,17598546.0,0.035458468,949706.9,831766.0,2.3809822
Geo14,2023-01-16,1699704.0,1375261.0,724083.0,0.0,2.1114686,1.4066443,18897.336,15724.18,8647.169,0.0,23627308.0,0.034522004,949706.9,0.0,0.0
Geo14,2023-01-23,2526280.0,1113454.0,1488845.0,258044.0,-2.7837982,-3.996558,28087.223,12730.784,17780.135,3034.7542,10128131.0,0.035377517,949706.9,226251.0,1.1405209
Geo14,2023-01-30,1490116.0,2595114.0,863440.0,1487784.0,4.794541,-2.5928297,16567.135,29671.486,10311.402,17497.244,20207428.0,0.035223614,949706.9,751578.0,1.979547
Geo14,2023-02-06,1073502.0,719843.0,1644648.0,1424762.0,-4.2562275,5.2374616,11935.213,8230.395,19640.771,16756.066,23461778.0,0.03469144,949706.9,737883.0,1.9308779
Geo14,2023-02-13,1711593.0,2425579.0,1133866.0,1273936.0,2.25339,-2.562806,19029.52,27733.092,13540.893,14982.261,18245126.0,0.03457923,949706.9,700701.0,1.8180879
Geo14,2023-02-20,1440889.0,1466470.0,2206420.0,1838090.0,1.4573803,2.4592679,16019.827,16767.027,26349.584,21617.055,26665076.0,0.035144523,949706.9,812603.0,2.261978
Geo14,2023-02-27,2655908.0,494939.0,848890.0,492938.0,2.1577826,1.0582893,29528.428,5658.933,10137.643,5797.2505,23101558.0,0.03503933,949706.9,384560.0,1.2818234
Geo14,2023-03-06,1652890.0,1917110.0,284142.0,741892.0,-1.877207,0.270392,18376.857,21919.463,3393.2903,8725.101,18823042.0,0.03473898,949706.9,514398.0,1.4422529
Geo14,2023-03-13,2136578.0,47625.0,1014276.0,565363.0,4.2621775,-2.2055557,23754.51,544.525,12112.722,6649.012,16820662.0,0.035253122,949706.9,426610.0,1.3252455
Geo14,2023-03-20,1727436.0,2592562.0,751140.0,0.0,-2.2400706,0.51059103,19205.662,29642.309,8970.29,0.0,14950846.0,0.03473197,949706.9,0.0,0.0
Geo14,2023-03-27,2446486.0,1573466.0,1299050.0,1075636.0,-5.4068727,-4.0702167,27200.07,17990.375,15513.559,12650.133,7718165.5,0.034885027,949706.9,644317.0,1.6694205
Geo14,2023-04-03,1785731.0,1617115.0,1372993.0,825544.0,0.0048569385,2.1115081,19853.787,18489.441,16396.604,9708.898,23856018.0,0.034888234,949706.9,551008.0,1.4982432
Geo14,2023-04-10,1633484.0,601283.0,1616249.0,0.0,0.24284679,0.4621712,18161.102,6874.827,19301.623,0.0,18729882.0,0.035446778,949706.9,0.0,0.0
Geo14,2023-04-17,2721661.0,718818.0,0.0,794147.0,0.73390365,4.3463497,30259.47,8218.675,0.0,9339.651,27250854.0,0.03487112,949706.9,538210.0,1.4755337
Geo14,2023-04-24,2713136.0,1364816.0,613989.0,514385.0,1.014486,4.581086,30164.69,15604.756,7332.4004,6049.48,25869696.0,0.035245106,949706.9,396966.0,1.295791
Geo14,2023-05-01,2253967.0,1797768.0,1288286.0,1457055.0,-3.8355203,0.024063062,25059.643,20554.955,15385.013,17135.852,17491842.0,0.035042174,949706.9,745444.0,1.9546137
Geo14,2023-05-08,1933339.0,1441378.0,1262762.0,364710.0,0.45153818,-1.7882019,21494.895,16480.135,15080.199,4289.211,17895074.0,0.034855016,949706.9,302434.0,1.205916
Geo14,2023-05-15,2469792.0,1853478.0,1905017.0,1079818.0,3.5258868,-7.45895,27459.188,21191.92,22750.158,12699.315,9341365.0,0.034676682,949706.9,644636.0,1.6750817
Geo14,2023-05-22,1971760.0,1097624.0,2086240.0,456126.0,2.9535868,1.0393196,21922.06,12549.79,24914.365,5364.319,23588102.0,0.034740373,949706.9,361610.0,1.2613755
Geo14,2023-05-29,1881493.0,737662.0,1857133.0,817447.0,-2.693718,-4.265841,20918.469,8434.13,22178.316,9613.673,9018828.0,0.035062328,949706.9,548357.0,1.4907205
Geo14,2023-06-05,1685309.0,1593814.0,2201492.0,397620.0,-3.245583,-0.35823077,18737.293,18223.027,26290.732,4676.253,16015120.0,0.03476632,949706.9,324295.0,1.2261058
Geo14,2023-06-12,760063.0,945249.0,267687.0,768030.0,3.816391,-2.756306,8450.393,10807.596,3196.7808,9032.499,13536785.0,0.034602568,949706.9,526761.0,1.4580237
Geo14,2023-06-19,3750569.0,0.0,1801742.0,670967.0,-1.7273465,6.7759953,41698.887,0.0,21516.824,7890.9795,25371268.0,0.03507933,949706.9,480989.0,1.3949736
Geo14,2023-06-26,2366345.0,2274830.0,545447.0,0.0,-0.4127587,-0.1846111,26309.062,26009.488,6513.8555,0.0,14601108.0,0.034810454,949706.9,0.0,0.0
Geo14,2023-07-03,2372972.0,1695142.0,1855934.0,1597588.0,2.803754,3.1742284,26382.74,19381.57,22163.998,18788.605,25079502.0,0.035293765,949706.9,773470.0,2.0654814
Geo14,2023-07-10,2153596.0,600971.0,1180020.0,527168.0,0.7014101,6.2221937,23943.715,6871.2603,14092.075,6199.816,26834074.0,0.03454607,949706.9,405236.0,1.3008913
Geo14,2023-07-17,2366518.0,502271.0,0.0,0.0,0.6775349,-0.6181177,26310.986,5742.764,0.0,0.0,17009552.0,0.03510659,949706.9,0.0,0.0
Geo14,2023-07-24,1896185.0,1418504.0,1530214.0,1481333.0,-1.083405,-3.4229002,21081.816,16218.603,18274.174,17421.375,8374812.0,0.035265714,949706.9,749678.0,1.9759591
Geo14,2023-07-31,1423902.0,1489288.0,1104710.0,1354653.0,1.8469968,4.5500946,15830.966,17027.918,13192.705,15931.542,28804002.0,0.035213552,949706.9,721354.0,1.877931
Geo14,2023-08-07,1576917.0,1957807.0,1668874.0,0.0,1.055705,-4.248662,17532.19,22384.775,19930.084,0.0,13629986.0,0.03526527,949706.9,0.0,0.0
Geo14,2023-08-14,1704508.0,1475132.0,856285.0,748657.0,4.351632,5.24901,18950.748,16866.064,10225.956,8804.661,27555534.0,0.03483754,949706.9,518594.0,1.4436283
Geo14,2023-08-21,1831858.0,1714014.0,773021.0,1410704.0,0.97305596,0.012422169,20366.627,19597.346,9231.598,16590.736,18472644.0,0.03488716,949706.9,734597.0,1.9203781
Geo14,2023-08-28,1926347.0,2418582.0,1841003.0,1254965.0,-1.9694667,4.9578114,21417.156,27653.092,21985.688,14759.15,26717036.0,0.03511032,949706.9,696402.0,1.8020698
Geo14,2023-09-04,2237894.0,1732859.0,1505757.0,1769596.0,-2.395163,-4.8832445,24880.941,19812.81,17982.102,20811.523,15106799.0,0.034820553,949706.9,802260.0,2.2057638
Geo14,2023-09-11,2010903.0,1583326.0,1551820.0,662608.0,-1.7276119,5.4837756,22357.252,18103.111,18532.197,7792.6724,24514706.0,0.035217732,949706.9,476859.0,1.389526
Geo14,2023-09-18,2570791.0,1149793.0,1507856.0,1229777.0,-3.1348395,-7.1724286,28582.096,13146.27,18007.17,14462.925,10371456.0,0.03460448,949706.9,689322.0,1.7840385
Geo14,2023-09-25,2510850.0,1098007.0,1927164.0,349110.0,1.5190532,-4.4163704,27915.672,12554.169,23014.643,4105.7456,17263136.0,0.03499885,949706.9,292044.0,1.195402
Geo14,2023-10-02,3179974.0,2348114.0,1246512.0,0.0,2.645494,-1.0137451,35355.004,26847.389,14886.138,0.0,19627578.0,0.035120796,949706.9,0.0,0.0
Geo14,2023-10-09,1570643.0,1046309.0,1280774.0,2522968.0,-0.8238714,0.6018131,17462.434,11963.075,15295.303,29671.637,21267580.0,0.035478897,949706.9,883006.0,2.857249
Geo14,2023-10-16,4112969.0,1770422.0,179677.0,2066069.0,-3.3896291,0.18599927,45728.055,20242.291,2145.7449,24298.227,19532598.0,0.03450248,949706.9,842193.0,2.4532013
Geo14,2023-10-23,2945939.0,953518.0,1324452.0,1467313.0,-0.42118853,-0.47527468,32752.998,10902.141,15816.916,17256.492,19185658.0,0.03458671,949706.9,747112.0,1.96398
Geo14,2023-10-30,3297565.0,823261.0,955767.0,874393.0,4.8238974,0.32322496,36662.383,9412.834,11413.993,10283.393,24110024.0,0.03464184,949706.9,571161.0,1.5309047
Geo14,2023-11-06,1491160.0,2320967.0,134953.0,1662415.0,0.074476756,4.2930546,16578.74,26537.0,1611.6403,19551.01,24953498.0,0.03514702,949706.9,784443.0,2.1192298
Geo14,2023-11-13,2831870.0,966371.0,1784740.0,1466238.0,-3.741416,-3.299424,31484.777,11049.097,21313.783,17243.85,13852871.0,0.034667425,949706.9,746622.0,1.963829
Geo14,2023-11-20,3200412.0,821292.0,1242515.0,1878010.0,-0.08729465,1.9523003,35582.234,9390.321,14838.404,22086.54,26768880.0,0.03529887,949706.9,818488.0,2.294487
Geo14,2023-11-27,1843598.0,703860.0,2037771.0,1032792.0,-2.8123121,1.4742117,20497.152,8047.6514,24335.537,12146.261,19612084.0,0.034873705,949706.9,629823.0,1.6398131
Geo14,2023-12-04,1225978.0,1341296.0,904517.0,394902.0,-0.7914802,1.884617,13630.443,15335.838,10801.953,4644.2876,22638172.0,0.034559317,949706.9,323438.0,1.2209512
Geo14,2023-12-11,1350110.0,1135664.0,0.0,2273464.0,0.5862496,-4.577469,15010.545,12984.725,0.0,26737.318,14159584.0,0.035103578,949706.9,863222.0,2.6336956
Geo14,2023-12-18,3955268.0,792000.0,966354.0,2850052.0,-4.6823235,-2.7477665,43974.734,9055.408,11540.426,33518.344,16179452.0,0.034504138,949706.9,902673.0,3.1573472
Geo14,2023-12-25,1986924.0,1068909.0,1258158.0,700280.0,8.367743,-3.4842582,22090.652,12221.475,15025.217,8235.718,19266740.0,0.035259247,949706.9,495242.0,1.4140158
Geo14,2024-01-01,2189389.0,1731036.0,0.0,1199848.0,-4.889361,1.5894824,24341.662,19791.967,0.0,14110.941,17676714.0,0.03497396,949706.9,681380.0,1.7609087
