geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,competitor_activity_score_control,sentiment_score_control,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,conversions,revenue_per_conversion,population
Geo10,2023-08-07,307700.0,291535.0,146252.0,599074.0,1.2445089,1.2565676,3431.647,3260.4812,1637.4458,6917.1543,7005308.5,0.03494864,307156.34
Geo10,2023-08-14,424006.0,357214.0,217722.0,601432.0,-1.2281725,0.26820254,4728.7583,3995.0247,2437.628,6944.381,6028773.5,0.034725465,307156.34
Geo10,2023-08-21,638857.0,263392.0,10007.0,762381.0,-7.775483,-1.6175339,7124.9,2945.7344,112.03895,8802.764,4202002.5,0.03463959,307156.34
Geo10,2023-08-28,163893.0,390500.0,406455.0,160205.0,-0.5009304,-1.0017098,1827.8287,4367.29,4550.6934,1849.7927,5356643.5,0.0354632,307156.34
Geo10,2023-09-04,131904.0,588210.0,717272.0,469010.0,3.5415802,0.26264825,1471.0691,6578.4473,8030.6187,5415.382,8013404.5,0.035291787,307156.34
Geo10,2023-09-11,567462.0,453162.0,307237.0,551849.0,1.6889262,1.8924261,6328.662,5068.092,3439.843,6371.875,7675441.0,0.03518828,307156.34
Geo10,2023-09-18,0.0,568764.0,395866.0,285264.0,-1.0253003,-1.9353787,0.0,6360.9663,4432.138,3293.7754,4877219.5,0.03532257,307156.34
Geo10,2023-09-25,583817.0,410245.0,617220.0,737253.0,1.1932149,2.3339992,6511.062,4588.1147,6910.4307,8512.626,8553598.0,0.03458338,307156.34
Geo10,2023-10-02,509273.0,319677.0,500697.0,540331.0,1.8797625,1.3794613,5679.7046,3575.2168,5605.8325,6238.884,6640167.0,0.034874607,307156.34
Geo10,2023-10-09,781802.0,873702.0,87474.0,650392.0,-1.0680444,-3.636009,8719.1045,9771.345,979.3639,7509.693,4250588.0,0.035297096,307156.34
Geo10,2023-10-16,511012.0,747198.0,273359.0,458088.0,0.08282388,-3.0267,5699.099,8356.544,3060.543,5289.272,4712516.5,0.035102785,307156.34
Geo10,2023-10-23,942804.0,500936.0,178568.0,209239.0,-1.2342151,4.4344406,10514.691,5602.3887,1999.2576,2415.9595,8265341.0,0.03473595,307156.34
Geo10,2023-10-30,556943.0,546048.0,691485.0,812045.0,-3.068787,-1.9196945,6211.348,6106.914,7741.906,9376.205,5613864.0,0.03480075,307156.34
Geo10,2023-11-06,723741.0,527520.0,418624.0,746058.0,1.544553,4.86193,8071.575,5899.6997,4686.9385,8614.292,9271283.0,0.03462359,307156.34
Geo10,2023-11-13,295723.0,359589.0,435329.0,517540.0,-2.182301,-1.9041903,3298.0725,4021.5862,4873.9683,5975.7295,4692737.5,0.03492682,307156.34
Geo10,2023-11-20,371919.0,188581.0,207962.0,776872.0,-0.092249006,-1.7400165,4147.854,2109.06,2328.3545,8970.083,5463821.5,0.034842532,307156.34
Geo10,2023-11-27,108497.0,818257.0,432580.0,392642.0,0.7044589,2.8455944,1210.0208,9151.256,4843.1904,4533.606,8268377.0,0.03538653,307156.34
Geo10,2023-12-04,515412.0,508542.0,232057.0,816069.0,3.9176137,-1.2000271,5748.1704,5687.453,2598.1235,9422.668,5588375.5,0.0345485,307156.34
Geo10,2023-12-11,0.0,261923.0,375594.0,528065.0,-0.35215515,-0.74376214,0.0,2929.3052,4205.172,6097.2554,6747368.0,0.03523369,307156.34
Geo10,2023-12-18,471656.0,97938.0,280242.0,682670.0,0.6459621,-4.044856,5260.178,1095.323,3137.6055,7882.388,4566040.0,0.034904588,307156.34
Geo10,2023-12-25,548992.0,530615.0,742805.0,678313.0,0.36314481,-1.4602101,6122.674,5934.314,8316.487,7832.0806,5582489.0,0.035329785,307156.34
Geo10,2024-01-01,232172.0,491037.0,65974.0,514900.0,1.4354023,-0.75295925,2589.3154,5491.6797,738.6487,5945.247,5692345.0,0.034566,307156.34
Geo10,2024-01-08,388928.0,830786.0,711912.0,1035731.0,1.2999434,2.6953843,4337.5483,9291.379,7970.6074,11958.976,8122108.5,0.0348601,307156.34
Geo10,2024-01-15,452107.0,581150.0,756526.0,815542.0,-0.48129797,-0.9987756,5042.1567,6499.4893,8470.108,9416.583,6027669.5,0.03499244,307156.34
Geo11,2021-01-25,773716.0,1242472.0,904041.0,543836.0,1.3560855,-4.849358,8628.925,13895.609,10121.695,6279.354,9164495.0,0.035469122,593583.1
Geo11,2021-02-01,378160.0,1067513.0,1449560.0,1552316.0,1.724544,2.38334,4217.4575,11938.8955,16229.356,17923.678,16823324.0,0.035108197,593583.1
Geo11,2021-02-08,1223952.0,1025260.0,0.0,773892.0,2.2138617,-4.0607634,13650.215,11466.345,0.0,8935.675,11489071.0,0.034609143,593583.1
Geo11,2021-02-15,614627.0,232511.0,571563.0,987071.0,-0.8132025,0.8803855,6854.673,2600.3662,6399.252,11397.127,15030649.0,0.034803048,593583.1
Geo11,2021-02-22,1492006.0,1467758.0,1320404.0,1006886.0,1.0668685,-3.011097,16639.707,16415.172,14783.319,11625.919,11406746.0,0.034939177,593583.1
Geo11,2021-03-01,0.0,1059381.0,458695.0,743805.0,0.611763,1.4400138,0.0,11847.949,5135.5757,8588.278,14893494.0,0.03483549,593583.1
Geo11,2021-03-08,1197904.0,1205372.0,1004728.0,828577.0,-1.86763,-2.788666,13359.713,13480.689,11248.992,9567.09,12464419.0,0.03497116,593583.1
Geo11,2021-03-15,443890.0,1744805.0,1076407.0,1108900.0,2.806803,-0.19080949,4950.516,19513.621,12051.515,12803.814,16474002.0,0.034636807,593583.1
Geo11,2021-03-22,1026970.0,351098.0,308601.0,1668736.0,-1.0089979,6.103625,11453.358,3926.6243,3455.1145,19267.91,18731022.0,0.035412602,593583.1
Geo11,2021-03-29,0.0,1805710.0,1193744.0,671329.0,1.8921928,-1.0207051,0.0,20194.773,13365.227,7751.4404,13886610.0,0.035268527,593583.1
Geo11,2021-04-05,857726.0,955770.0,1056766.0,603146.0,-2.511663,2.1490176,9565.853,10689.18,11831.612,6964.1714,13773795.0,0.034639478,593583.1
Geo11,2021-04-12,516855.0,1317092.0,458316.0,1560724.0,0.72340024,-3.7951646,5764.2637,14730.147,5131.332,18020.76,10980971.0,0.03528959,593583.1
Geo11,2021-04-19,244719.0,1682641.0,1866945.0,401596.0,-4.755332,-6.1705294,2729.2468,18818.39,20902.424,4636.992,4409802.0,0.034717973,593583.1
Geo11,2021-04-26,625054.0,527059.0,1085474.0,2226067.0,-2.8004718,-0.6538419,6970.961,5894.544,12153.029,25703.084,11413292.0,0.03483907,593583.1
Geo11,2021-05-03,810353.0,919293.0,833605.0,1397774.0,-1.0852194,-3.1319854,9037.521,10281.227,9333.09,16139.272,11424852.0,0.035489675,593583.1
Geo11,2021-05-10,781220.0,324695.0,1264321.0,1365860.0,2.2524,-0.8435904,8712.613,3631.3374,14155.41,15770.78,14870905.0,0.03488806,593583.1
Geo11,2021-05-17,445279.0,292901.0,1543008.0,1568065.0,-1.1530697,-5.588194,4966.007,3275.7583,17275.605,18105.521,8474982.0,0.035197776,593583.1
Geo11,2021-05-24,1238768.0,556366.0,178608.0,1194893.0,0.13281345,3.9806864,13815.451,6222.309,1999.7054,13796.726,16800746.0,0.035488155,593583.1
Geo11,2021-05-31,805633.0,832931.0,1478719.0,1058575.0,2.560326,-2.032382,8984.882,9315.368,16555.822,12222.741,13828387.0,0.03514061,593583.1
Geo11,2021-06-07,838357.0,1336872.0,466790.0,540296.0,-0.55044913,-1.6095275,9349.838,14951.364,5226.2075,6238.4795,13059540.0,0.03502107,593583.1
Geo11,2021-06-14,1232299.0,1443975.0,815679.0,1115619.0,6.5837517,-1.7985797,13743.306,16149.1875,9132.389,12881.3955,16567909.0,0.03468741,593583.1
Geo11,2021-06-21,786106.0,189634.0,1756776.0,693638.0,-4.8893585,0.22047809,8767.105,2120.8364,19668.965,8009.0293,13304944.0,0.035133637,593583.1
Geo11,2021-06-28,1355156.0,1184325.0,347283.0,1071486.0,2.1287708,-0.86595345,15113.478,13245.303,3888.2004,12371.817,14797339.0,0.035342928,593583.1
Geo11,2021-07-05,800862.0,835684.0,1214367.0,875343.0,-5.196701,-3.952475,8931.673,9346.157,13596.122,10107.069,7536312.0,0.03549611,593583.1
Geo11,2021-07-12,579451.0,14114.0,536318.0,1424178.0,-1.0348318,2.2884107,6462.37,157.84874,6004.647,16444.145,13059891.0,0.03462077,593583.1
Geo11,2021-07-19,624459.0,1383796.0,305852.0,372806.0,-1.3396492,-1.3135753,6964.325,15476.154,3424.3364,4304.5713,8900622.0,0.035340324,593583.1
Geo11,2021-07-26,750457.0,647805.0,1118436.0,2060466.0,-1.1624507,-3.341065,8369.527,7244.948,12522.073,23790.986,10586943.0,0.035048418,593583.1
Geo11,2021-08-02,451170.0,662686.0,616413.0,1660166.0,1.6535494,1.5840881,5031.7065,7411.375,6901.3955,19168.959,16671721.0,0.03545268,593583.1
Geo11,2021-08-09,848404.0,1624100.0,1276510.0,505831.0,2.6272795,-0.063929215,9461.889,18163.676,14291.879,5840.532,13205397.0,0.03504059,593583.1
Geo11,2021-08-16,654235.0,988780.0,674177.0,359818.0,1.5086403,0.2703797,7296.4043,11058.358,7548.1245,4154.6064,13375926.0,0.03491874,593583.1
Geo11,2021-08-23,617193.0,562164.0,152480.0,1311082.0,-3.165335,-1.3019072,6883.2905,6287.153,1707.1748,15138.291,9767042.0,0.034990244,593583.1
Geo11,2021-08-30,1081831.0,1372432.0,0.0,1402931.0,2.1297288,-0.1671215,12065.2,15349.062,0.0,16198.817,14127807.0,0.035359748,593583.1
Geo11,2021-09-06,673250.0,588222.0,967966.0,1407202.0,-4.385232,2.6343398,7508.47,6578.5815,10837.402,16248.132,11170770.0,0.035414413,593583.1
Geo11,2021-09-13,276691.0,1600692.0,385742.0,570613.0,2.991078,3.3947406,3085.817,17901.885,4318.7896,6588.532,16143027.0,0.03453335,593583.1
Geo11,2021-09-20,858570.0,1269024.0,1273870.0,792396.0,-0.7167936,1.5998642,9575.266,14192.5625,14262.321,9149.329,14620385.0,0.035458528,593583.1
Geo11,2021-09-27,1496643.0,849533.0,1388079.0,1791392.0,4.5098515,2.4307377,16691.422,9501.042,15541.012,20684.148,20039132.0,0.03546397,593583.1
Geo11,2021-10-04,1644105.0,129734.0,784365.0,840969.0,0.33594787,0.60189563,18336.002,1450.9244,8781.796,9710.174,14567437.0,0.035168946,593583.1
Geo11,2021-10-11,627083.0,520908.0,543498.0,717194.0,0.11328965,-7.8496256,6993.5894,5825.7524,6085.0347,8281.017,4634222.0,0.03534255,593583.1
Geo11,2021-10-18,1083656.0,931413.0,1081661.0,1205418.0,-1.3993129,-0.38673654,12085.554,10416.775,12110.339,13918.251,10255083.0,0.03515956,593583.1
Geo11,2021-10-25,407013.0,1215434.0,782538.0,1836835.0,-1.3485312,-4.6279383,4539.2427,13593.221,8761.34,21208.852,9101630.0,0.03488602,593583.1
Geo11,2021-11-01,1208699.0,1397805.0,0.0,1395674.0,-2.0026724,-0.4886673,13480.1045,15632.829,0.0,16115.025,12764959.0,0.034710534,593583.1
Geo11,2021-11-08,298358.0,1269515.0,701189.0,1248075.0,-1.9853756,3.4382825,3327.4597,14198.054,7850.5522,14410.786,12260199.0,0.034917142,593583.1
Geo11,2021-11-15,1626325.0,971145.0,0.0,1154726.0,-4.5409327,2.0298467,18137.709,10861.132,0.0,13332.94,10870296.0,0.034725577,593583.1
Geo11,2021-11-22,1373356.0,1106973.0,631044.0,1494387.0,6.890804,-0.7714752,15316.454,12380.21,7065.2046,17254.807,17140066.0,0.03481992,593583.1
Geo11,2021-11-29,657987.0,205457.0,827009.0,1091375.0,0.37539,0.941094,7338.2485,2297.7983,9259.24,12601.464,13910181.0,0.03493483,593583.1
Geo11,2021-12-06,900818.0,851206.0,552868.0,1422177.0,-4.476868,5.650305,10046.439,9519.753,6189.942,16421.04,17538944.0,0.035002735,593583.1
Geo11,2021-12-13,140625.0,1348276.0,88099.0,1111343.0,-5.3881655,1.2630541,1568.3307,15078.904,986.36145,12832.022,12073213.0,0.035171006,593583.1
Geo11,2021-12-20,1344649.0,306000.0,592967.0,1020746.0,-4.0472684,-1.4799452,14996.297,3422.2554,6638.8926,11785.952,6539479.5,0.03527929,593583.1
Geo11,2021-12-27,529086.0,889577.0,1048768.0,705021.0,0.6123377,-2.6578858,5900.671,9948.888,11742.066,8140.462,13149570.0,0.035010163,593583.1
Geo11,2022-01-03,442314.0,1537629.0,284943.0,37022.0,-0.82981503,-6.9954085,4932.9395,17196.598,3190.238,427.47122,5538134.0,0.035339274,593583.1
Geo11,2022-01-10,1320538.0,942919.0,1315454.0,684441.0,2.5697565,-0.2669947,14727.397,10545.456,14727.898,7902.837,15148323.0,0.034901813,593583.1
Geo11,2022-01-17,821720.0,596046.0,507239.0,767050.0,1.7672603,0.18209752,9164.293,6666.084,5679.077,8856.674,14494007.0,0.03503573,593583.1
Geo11,2022-01-24,191714.0,1426659.0,174865.0,1108407.0,-0.19005567,2.5516148,2138.1045,15955.527,1957.7986,12798.122,15662996.0,0.03515859,593583.1
Geo11,2022-01-31,1144397.0,1024538.0,1114814.0,514149.0,-2.1331692,-2.235788,12762.972,11458.2705,12481.521,5936.5757,7817291.5,0.035191305,593583.1
Geo11,2022-02-07,1362251.0,1246855.0,59757.0,1126241.0,2.6554196,-3.7455604,15192.6045,13944.628,669.0428,13004.041,11631251.0,0.034803316,593583.1
Geo11,2022-02-14,1153261.0,1113958.0,1040676.0,1147893.0,1.3262254,-4.643773,12861.828,12458.329,11651.468,13254.044,12638695.0,0.03472266,593583.1
Geo11,2022-02-21,413738.0,902529.0,161235.0,1181265.0,-2.0737448,-3.035152,4614.2437,10093.741,1805.1963,13639.371,9527803.0,0.035287015,593583.1
Geo11,2022-02-28,524411.0,1373472.0,1593517.0,778411.0,4.5757494,-1.1855987,5848.532,15360.692,17841.107,8987.854,14922696.0,0.034741517,593583.1
Geo11,2022-03-07,819072.0,1079697.0,1641286.0,775238.0,-5.4768066,4.007011,9134.761,12075.16,18375.932,8951.216,14950103.0,0.034559045,593583.1
Geo11,2022-03-14,1757748.0,799875.0,685342.0,947924.0,-0.36945888,7.6307106,19603.414,8945.675,7673.1284,10945.12,20284270.0,0.034870483,593583.1
Geo11,2022-03-21,1539166.0,726935.0,651574.0,1281008.0,0.55409765,-1.0215964,17165.662,8129.926,7295.06,14791.044,13794058.0,0.034746688,593583.1
Geo11,2022-03-28,1129671.0,891973.0,386755.0,1580250.0,1.4088261,-1.9329016,12598.739,9975.685,4330.1313,18246.215,12838130.0,0.03499988,593583.1
Geo11,2022-04-04,1003956.0,1041527.0,776198.0,1487220.0,-0.22099486,4.171693,11196.693,11648.272,8690.357,17172.053,17566624.0,0.035413004,593583.1
Geo11,2022-04-11,813029.0,1538987.0,660066.0,786359.0,1.7447859,-1.6265662,9067.366,17211.787,7390.1367,9079.624,14959359.0,0.034598503,593583.1
Geo11,2022-04-18,195713.0,1353742.0,390848.0,861562.0,-5.499489,-4.0452557,2182.7036,15140.035,4375.9565,9947.948,5958377.5,0.03514664,593583.1
Geo11,2022-04-25,1256063.0,1040556.0,1429470.0,1206079.0,1.776891,-1.7125251,14008.335,11637.413,16004.428,13925.884,11704473.0,0.03454381,593583.1
Geo11,2022-05-02,1460806.0,305614.0,1119825.0,1207396.0,-0.037958875,-0.36529997,16291.747,3417.9385,12537.625,13941.09,14118884.0,0.034650847,593583.1
Geo11,2022-05-09,276769.0,400612.0,878781.0,1298579.0,1.6059966,0.01432468,3086.6868,4480.381,9838.883,14993.927,13252022.0,0.03493349,593583.1
Geo11,2022-05-16,125237.0,1361700.0,592864.0,1554328.0,2.7823696,0.76305914,1396.7148,15229.036,6637.7393,17946.91,14049457.0,0.03503095,593583.1
Geo11,2022-05-23,824847.0,681495.0,1389202.0,941943.0,6.4137096,1.9403694,9199.167,7621.732,15553.585,10876.061,18439444.0,0.03511912,593583.1
Geo11,2022-05-30,1098873.0,461494.0,645078.0,1129977.0,3.9590254,-6.8928556,12255.263,5161.2754,7222.33,13047.179,9947977.0,0.034538083,593583.1
Geo11,2022-06-06,515678.0,711252.0,1063892.0,1509873.0,5.194272,-0.6735359,5751.137,7954.5293,11911.3955,17433.613,16087445.0,0.03530047,593583.1
Geo11,2022-06-13,1191138.0,1152136.0,819979.0,1185147.0,6.53191,2.6622534,13284.255,12885.306,9180.532,13684.194,17591918.0,0.03538446,593583.1
Geo11,2022-06-20,1551260.0,1533284.0,935742.0,0.0,0.47469833,-0.17983074,17300.541,17148.004,10476.621,0.0,13559932.0,0.03468504,593583.1
Geo11,2022-06-27,1460752.0,495237.0,603544.0,1272913.0,-1.0754348,-0.20827547,16291.145,5538.652,6757.313,14697.576,12983032.0,0.03500322,593583.1
Geo11,2022-07-04,1333249.0,1332578.0,910932.0,840751.0,1.9610772,-2.9957933,14869.158,14903.341,10198.847,9707.656,14689367.0,0.035296265,593583.1
Geo11,2022-07-11,746481.0,362257.0,461673.0,903695.0,1.3066278,7.058451,8325.185,4051.4248,5168.9175,10434.434,21805406.0,0.034543354,593583.1
Geo11,2022-07-18,168120.0,518978.0,984732.0,1386297.0,2.0977492,-2.6690707,1874.9707,5804.1675,11025.116,16006.755,10306662.0,0.035042092,593583.1
Geo11,2022-07-25,579250.0,798716.0,428396.0,741435.0,-3.9615605,3.394786,6460.1284,8932.713,4796.346,8560.913,14088911.0,0.035451844,593583.1
Geo11,2022-08-01,0.0,1440999.0,690844.0,2076158.0,5.0181837,3.174129,0.0,16115.904,7734.729,23972.172,20256132.0,0.034564376,593583.1
Geo11,2022-08-08,815385.0,1340617.0,446985.0,1283842.0,-2.3560536,2.6162481,9093.642,14993.248,5004.4697,14823.767,13803980.0,0.034683764,593583.1
Geo11,2022-08-15,979005.0,956982.0,1017112.0,84110.0,2.9449155,2.3209667,10918.426,10702.734,11387.645,971.1686,18245062.0,0.03505961,593583.1
Geo11,2022-08-22,1128770.0,520006.0,541261.0,1149804.0,2.1733823,-3.013466,12588.69,5815.6646,6059.9893,13276.109,11716639.0,0.034577478,593583.1
Geo11,2022-08-29,729978.0,945836.0,889181.0,818280.0,4.469419,1.8925986,8141.134,10578.079,9955.321,9448.197,19178294.0,0.0346953,593583.1
Geo11,2022-09-05,128907.0,859499.0,1751234.0,1617444.0,-4.7010064,-5.169927,1437.6449,9612.5,19606.916,18675.672,5178161.5,0.03484391,593583.1
Geo11,2022-09-12,1450721.0,273680.0,195022.0,1504302.0,-0.54876524,-2.1621618,16179.273,3060.7937,2183.4775,17369.29,11120323.0,0.035484593,593583.1
Geo11,2022-09-19,641504.0,477560.0,489748.0,633989.0,-1.1337751,3.891058,7154.421,5340.955,5483.2466,7320.2974,16849038.0,0.03518514,593583.1
Geo11,2022-09-26,717040.0,1467780.0,981707.0,1551882.0,2.8631134,1.9699452,7996.842,16415.418,10991.248,17918.666,18665636.0,0.035333302,593583.1
Geo11,2022-10-03,1237564.0,286877.0,1195894.0,1411885.0,-0.25835884,0.5861585,13802.023,3208.3867,13389.298,16302.204,14514374.0,0.0352098,593583.1
Geo11,2022-10-10,912695.0,1283497.0,861269.0,1675487.0,1.0800971,1.7301974,10178.898,14354.427,9642.817,19345.861,18570666.0,0.034756225,593583.1
Geo11,2022-10-17,877694.0,1180024.0,856131.0,1977485.0,-5.0944123,-5.6076784,9788.547,13197.201,9585.292,22832.854,8779991.0,0.03457783,593583.1
Geo11,2022-10-24,867380.0,527298.0,181688.0,911843.0,1.0590165,-3.2089148,9673.52,5897.2173,2034.1892,10528.514,9219815.0,0.035113387,593583.1
Geo11,2022-10-31,1849404.0,841850.0,922058.0,1192915.0,-0.194886,-2.7385955,20625.615,9415.116,10323.414,13773.887,11713890.0,0.034673225,593583.1
Geo11,2022-11-07,927444.0,974046.0,1931053.0,884257.0,-4.2128572,1.293862,10343.388,10893.576,21620.18,10209.994,13397762.0,0.035450887,593583.1
Geo11,2022-11-14,619874.0,1297293.0,222425.0,1396909.0,4.449526,-6.708139,6913.1904,14508.719,2490.283,16129.285,11455391.0,0.034668617,593583.1
Geo11,2022-11-21,1479028.0,658298.0,702911.0,1291936.0,2.4472308,0.42566204,16494.969,7362.3003,7869.832,14917.224,17158188.0,0.035092287,593583.1
Geo11,2022-11-28,193077.0,1139118.0,1622085.0,714121.0,-1.5814759,-5.191668,2153.3054,12739.715,18160.957,8245.534,9811555.0,0.035452165,593583.1
Geo11,2022-12-05,1422111.0,1510482.0,975814.0,949591.0,1.1612443,-3.2887037,15860.198,16892.99,10925.27,10964.367,13068912.0,0.035108,593583.1
Geo11,2022-12-12,1029861.0,380142.0,1088364.0,628635.0,9.144069,-1.157055,11485.601,4251.4478,12185.386,7258.478,16777452.0,0.035040043,593583.1
Geo11,2022-12-19,580244.0,871052.0,1140190.0,1472138.0,6.8157535,0.56797487,6471.214,9741.707,12765.633,16997.91,19112240.0,0.034507584,593583.1
Geo11,2022-12-26,893063.0,764521.0,1229106.0,1588961.0,-0.00692081,-1.2949575,9959.951,8550.281,13761.142,18346.797,15802810.0,0.034770213,593583.1
Geo11,2023-01-02,597702.0,626406.0,782162.0,987952.0,-2.7457073,1.5507276,6665.9155,7005.625,8757.131,11407.3,12315573.0,0.035439007,593583.1
Geo11,2023-01-09,78135.0,133329.0,1019482.0,1398000.0,4.8824325,-0.32071614,871.4064,1491.1304,11414.179,16141.882,15692573.0,0.035163216,593583.1
Geo11,2023-01-16,1437496.0,1145458.0,966684.0,705284.0,1.6995432,-2.256229,16031.78,12810.62,10823.05,8143.4985,14306851.0,0.034679156,593583.1
Geo11,2023-01-23,967159.0,1702470.0,916070.0,989427.0,-0.10653183,1.6903278,10786.3125,19040.154,10256.372,11424.33,15208341.0,0.035323597,593583.1
Geo11,2023-01-30,673772.0,881422.0,674927.0,1019958.0,-0.38147187,-3.2359667,7514.292,9857.684,7556.5215,11776.854,9242535.0,0.034955267,593583.1
Geo11,2023-02-06,1379195.0,827959.0,626198.0,1777923.0,-2.2983131,-0.54859126,15381.574,9259.762,7010.9487,20528.629,11167146.0,0.035387237,593583.1
Geo11,2023-02-13,1185528.0,784796.0,949458.0,417596.0,1.2352362,-0.90820706,13221.688,8777.034,10630.187,4821.735,14030785.0,0.035300326,593583.1
Geo11,2023-02-20,576610.0,1338559.0,872829.0,904605.0,2.963552,-2.8259287,6430.6855,14970.231,9772.243,10444.94,9877412.0,0.034804616,593583.1
Geo11,2023-02-27,509202.0,750538.0,573332.0,930350.0,2.0571692,4.406082,5678.913,8393.897,6419.058,10742.203,16205399.0,0.03466139,593583.1
Geo11,2023-03-06,646513.0,686172.0,635086.0,1555248.0,-3.370242,-3.3561654,7210.284,7674.0386,7110.4595,17957.531,9706650.0,0.03547432,593583.1
Geo11,2023-03-13,615598.0,55073.0,452088.0,1309316.0,-0.67349607,2.2463717,6865.502,615.9277,5061.603,15117.9,12783236.0,0.035360675,593583.1
Geo11,2023-03-20,1054543.0,866064.0,334727.0,1112905.0,0.11462535,-1.3839225,11760.869,9685.922,3747.6226,12850.059,11927363.0,0.03499546,593583.1
Geo11,2023-03-27,1612825.0,411468.0,1237216.0,644674.0,1.4599302,4.861784,17987.15,4601.793,13851.941,7443.671,17946544.0,0.03456815,593583.1
Geo11,2023-04-03,598435.0,931603.0,1098682.0,353525.0,0.5952651,-0.23120879,6674.0903,10418.9,12300.906,4081.9448,14109608.0,0.035343807,593583.1
Geo11,2023-04-10,759200.0,1885786.0,871058.0,1026359.0,-1.5090162,0.258727,8467.034,21090.332,9752.415,11850.763,13767338.0,0.03540757,593583.1
Geo11,2023-04-17,1299419.0,507266.0,378366.0,444059.0,-1.4052418,-2.1252127,14491.866,5673.182,4236.2075,5127.2876,13769227.0,0.034890857,593583.1
Geo11,2023-04-24,313505.0,1147597.0,716049.0,1228215.0,0.534382,-0.9584436,3496.3877,12834.543,8016.926,14181.475,14002098.0,0.0347076,593583.1
Geo11,2023-05-01,962129.0,885777.0,926557.0,543468.0,11.891272,-5.0871267,10730.215,9906.39,10373.785,6275.1045,12716216.0,0.035349604,593583.1
Geo11,2023-05-08,315955.0,1009249.0,1092670.0,1474991.0,5.9131436,1.1026596,3523.7114,11287.28,12233.596,17030.852,15955864.0,0.0353784,593583.1
Geo11,2023-05-15,978781.0,686081.0,0.0,1333448.0,1.635112,1.1485279,10915.928,7673.021,0.0,15396.538,14773989.0,0.03467644,593583.1
Geo11,2023-05-22,1097724.0,966592.0,722256.0,1275178.0,1.5387851,0.74635553,12242.448,10810.211,8086.4194,14723.729,12605094.0,0.035118792,593583.1
Geo11,2023-05-29,501995.0,1259129.0,1557123.0,1687932.0,1.4216734,1.524548,5598.536,14081.898,17433.639,19489.557,16001246.0,0.034856554,593583.1
Geo11,2023-06-05,2273976.0,486881.0,699566.0,1300434.0,0.33332357,1.2551248,25360.686,5445.1997,7832.381,15015.345,14624366.0,0.03491979,593583.1
Geo11,2023-06-12,1180616.0,1113359.0,1762199.0,2018384.0,1.1085715,6.9295626,13166.907,12451.63,19729.682,23305.09,23288260.0,0.03512761,593583.1
Geo11,2023-06-19,478469.0,116864.0,962080.0,1164604.0,5.129875,0.22010553,5336.1606,1306.9884,10771.503,13446.996,15861228.0,0.03455494,593583.1
Geo11,2023-06-26,742078.0,1759418.0,416631.0,488234.0,2.7661788,-0.33173943,8276.08,19677.05,4664.6245,5637.35,15543881.0,0.03462125,593583.1
Geo11,2023-07-03,868742.0,1212532.0,1331664.0,1187493.0,3.7536645,-1.6160957,9688.709,13560.766,14909.387,13711.282,14615581.0,0.03499023,593583.1
Geo11,2023-07-10,682744.0,856273.0,626302.0,892397.0,-1.8280195,-4.176662,7614.353,9576.421,7012.1133,10303.982,10965623.0,0.03498521,593583.1
Geo11,2023-07-17,516030.0,796295.0,1166774.0,819246.0,0.71626663,-0.058126364,5755.0625,8905.637,13063.269,9459.351,14352151.0,0.034523048,593583.1
Geo11,2023-07-24,651396.0,595551.0,1028695.0,1604389.0,2.94783,2.38189,7264.742,6660.548,11517.328,18524.934,16489426.0,0.03475218,593583.1
Geo11,2023-07-31,309935.0,1078673.0,1015370.0,1107637.0,1.6555284,-4.6995316,3456.573,12063.707,11368.141,12789.231,10371345.0,0.03483185,593583.1
Geo11,2023-08-07,0.0,875254.0,457419.0,1090872.0,1.3752912,4.557151,0.0,9788.702,5121.2896,12595.656,17155224.0,0.035354488,593583.1
Geo11,2023-08-14,915664.0,323038.0,242553.0,1056269.0,1.1611911,-3.104701,10212.011,3612.8057,2715.6372,12196.115,10672868.0,0.034753036,593583.1
Geo11,2023-08-21,774360.0,993876.0,496139.0,841222.0,1.2354971,-2.7383127,8636.107,11115.352,5554.801,9713.095,10827665.0,0.035266504,593583.1
Geo11,2023-08-28,765718.0,1338849.0,678451.0,420054.0,4.070995,-0.8607875,8539.727,14973.475,7595.976,4850.1157,14728885.0,0.03544474,593583.1
Geo11,2023-09-04,613944.0,1203335.0,1465222.0,900067.0,-0.42732587,-0.35475382,6847.0557,13457.907,16404.709,10392.543,14373678.0,0.035075855,593583.1
Geo11,2023-09-11,465876.0,837765.0,551734.0,1194185.0,-1.8144382,-4.0099854,5195.7163,9369.431,6177.2456,13788.551,8777060.0,0.035290614,593583.1
Geo11,2023-09-18,325070.0,1306168.0,1397566.0,857108.0,0.0452689,2.4454212,3625.3672,14607.976,15647.2295,9896.5205,14305494.0,0.035395138,593583.1
Geo11,2023-09-25,1412664.0,742263.0,878139.0,1684145.0,1.1822329,0.137733,15754.84,8301.352,9831.694,19445.83,16559332.0,0.035329662,593583.1
Geo11,2023-10-02,1076818.0,508975.0,1301818.0,1020674.0,-0.22134416,1.0488936,12009.292,5692.2954,14575.229,11785.121,13504898.0,0.034969635,593583.1
