time,conversions,revenue_per_conversion,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,Channel4_impression,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Channel4_spend,Organic_channel0_impression,competitor_sales_control,sentiment_score_control,Promo
2023-08-14,458868073.4,0.01998297655,51649729,18040273,7123732,70672337,32969651,378733.1622,173930.449115,52935.9145,550738.2411,256896.60822,24347070,-0.3562837855511259,-0.31173316443296867,1.4726346709842928
2023-08-21,378488668.5,0.020013941125,46638749,20020614,15676905,83135730,50766658,341989.0272,193023.375155,116493.89614,647863.4835,395569.31347,28965290,1.0629836514348163,0.39649331244242864,0.3396385626814371
2023-08-28,440433152.6,0.0200230621,15444976,7171410,13502518,86947740,51131983,113253.7333,69141.224294,100336.18923,677569.8691,398415.88762,18557992,-0.12339469173258948,-0.589774716413988,0.7777362949894175
2023-09-04,373987730.8,0.019976419025,58141486,52366813,29052657,119448062,51475835,426335.4212,504880.5656,215888.10004,930839.6871,401095.14983,43802830,0.9344874384533582,0.9718712241275027,0.5149340319615631
2023-09-11,429053677.6,0.020005848025000002,47930423,28949513,16112071,100549485,65612761,351460.52407,279108.95591,119727.58196,783566.0986,511248.8311,34462839,1.5007692401752495,-0.15916678571612022,0.7123946068225069
2023-09-18,455132335.0,0.020009018225,20401702,30927605,974522,54608381,39696931,149600.034227,298180.20323,7241.599300000001,425554.3998,309314.9777,15952299,-0.2531144960875659,-0.8420845550864878,0.5187591005368863
2023-09-25,399079195.8,0.019994191325,49075722,10613048,30234773,93406375,61576311,359858.6827,102322.85324,224672.31344,727900.9763,479797.1712,11746699,1.1523458148285202,0.19268970597472626,0.562746364101162
2023-10-02,414177210.4,0.01997830315,45906183,34528362,29004263,95047720,62275392,336617.330838,332895.93091,215528.484644,740691.7228999999,485244.3501,37611647,0.5467610642151536,0.8995679583921374,0.6581282661769079
2023-10-09,432541822.4,0.019999822525,49832323,20111088,30364481,99078370,55679447,365406.628574,193895.653933,225636.16304,772101.9397,433849.33389999997,34151269,-0.23202684604765822,0.9234041490301435,0.3974384647092606
2023-10-16,412716708.2,0.019983425925,38771745,21241838,9088634,84043242,38857711,284302.4693,204797.4812,67536.953497,654935.5767,302775.8481,42620293,0.6556666546546597,0.644358644482693,0.3997770290862516
2023-10-23,464676509.6,0.019978292675000002,54643380,20617793,28553055,101646966,72264612,400684.7701,198780.9139,212175.59482,792118.5964,563079.4613,45680443,1.1152698684998277,0.8681922668046884,1.0978027552355762
2023-10-30,487831419.2,0.0199791505,35139539,14349455,5799921,58158620,25735245,257668.5087,138346.41889,43098.77444,453220.848804,200526.75311,20914133,-0.17158455927576494,-0.5746817843119462,0.46693522683825245
2023-11-06,454283370.5,0.019998072550000003,51199673,39464748,6652452,67235543,39509435,375433.03260000004,380488.77285,49433.8673,523955.85995,307854.02545,33277388,0.3584300801705169,-0.08965116094286263,1.1739386427446843
2023-11-13,426138039.35,0.019978941724999998,39662913,31410884,16425557,84986626,61962255,290837.1568,302839.6026,122057.07310000001,662287.2151,482804.4147,31840126,-0.05300750086290574,1.1038962393178304,0.8656381653502161
2023-11-20,437827437.9,0.020012168575,27105781,25245751,20662827,78205700,37197498,198759.18735999998,243400.13312,153543.9062,609444.5444,289839.61655,29611506,0.361369261868012,0.2955359013787882,0.7071821567328198
2023-11-27,435276753.1,0.0199840091,48429249,31854098,26927336,73980025,60474143,355118.27741,307112.73442,200094.99857999998,576514.5333,471209.1741,25702009,0.568992941675707,0.33875089337536274,0.7667768349795195
2023-12-04,432924109.3,0.02002390895,46113938,44771420,38020008,78193832,49502334,338140.74486,431651.62352,282523.8085,609352.0619,385717.810486,18432325,0.08256341354806002,0.7086234858285515,0.5741137563737612
2023-12-11,449027429.5,0.01999693675,53163003,10788168,7997572,100553951,39580963,389829.58213,104011.2249796,59429.3525,783600.8993,308411.359186,19287781,-0.29105560192077784,-0.3802388849047771,1.417264234202807
2023-12-18,422546581.6,0.019993467625,15690802,33468942,2132232,75586335,18067454,115056.308587,322681.8191,15844.455,589032.2546,140780.00503,31564702,0.0588227577545113,-0.2796199689485969,0.4561629020395538
2023-12-25,473107918.7,0.020000678225,36158974,17591779,13006993,79997178,28549297,265143.74975,169606.4153,96653.98247999999,623405.2512,222453.5975,24646276,-0.31098812980723195,0.7025149460458198,0.38828998754232524
2024-01-01,414811756.6,0.020020975025000002,33297423,20483606,13339158,86878440,59321564,244160.7871,197487.18764,99122.27438,677029.8233,462228.38239000004,28704156,0.7595696439392349,0.07426656672848228,0.6947537814079976
2024-01-08,421145416.2,0.019988169425,40819684,31527719,3524627,51605579,42044958,299319.44439,303966.0395,26191.237399999998,402154.0435,327610.59777,21262785,-0.26468804368649285,-0.3136974046870881,0.25899439648581046
2024-01-15,422429715.8,0.020001105875,36349940,10502860,11270574,83076800,27057902,266544.04888,101260.50547999999,83750.78419,647404.2573,210832.781673,23100096,-0.26080816929038564,0.525032075006988,0.3292890107550145
